"","country","result.taxonid","species","result.subspecies","result.rank","result.subpopulation","result.category","acceptedName"
"3189","us",164927,"Enallagma davisi",NA,NA,NA,"LC","Enallagma davisi"
"3190","us",51356443,"Enallagma divagans",NA,NA,NA,"LC","Enallagma divagans"
"3191","us",164931,"Enallagma doubledayi",NA,NA,NA,"LC","Enallagma doubledayi"
"3192","us",164963,"Enallagma dubium",NA,NA,NA,"LC","Enallagma dubium"
"3193","us",51356619,"Enallagma durum",NA,NA,NA,"LC","Enallagma durum"
"3194","us",165063,"Enallagma ebrium",NA,NA,NA,"LC","Enallagma ebrium"
"3195","us",51356810,"Enallagma eiseni",NA,NA,NA,"LC","Enallagma eiseni"
"3196","us",165092,"Enallagma exsulans",NA,NA,NA,"LC","Enallagma exsulans"
"3197","us",51356945,"Enallagma geminatum",NA,NA,NA,"LC","Enallagma geminatum"
"3198","us",51357009,"Enallagma hageni",NA,NA,NA,"LC","Enallagma hageni"
"3199","us",63540,"Enallagma laterale",NA,NA,NA,"LC","Enallagma laterale"
"3200","us",164932,"Enallagma minusculum",NA,NA,NA,"LC","Enallagma minusculum"
"3201","us",51357200,"Enallagma pallidum",NA,NA,NA,"LC","Enallagma pallidum"
"3202","us",63221,"Enallagma pictum",NA,NA,NA,"LC","Enallagma pictum"
"3203","us",51357310,"Enallagma pollutum",NA,NA,NA,"LC","Enallagma pollutum"
"3204","us",51357444,"Enallagma praevarum",NA,NA,NA,"LC","Enallagma praevarum"
"3205","us",7720,"Enallagma recurvatum",NA,NA,NA,"LC","Enallagma recurvatum"
"3206","us",51357608,"Enallagma semicirculare",NA,NA,NA,"LC","Enallagma semicirculare"
"3207","us",51357677,"Enallagma signatum",NA,NA,NA,"LC","Enallagma signatum"
"3208","us",51357888,"Enallagma sulcatum",NA,NA,NA,"LC","Enallagma sulcatum"
"3209","us",164925,"Enallagma traviatum",NA,NA,NA,"LC","Enallagma traviatum"
"3210","us",51357987,"Enallagma vernale",NA,NA,NA,"LC","Enallagma vernale"
"3211","us",51357991,"Enallagma vesperum",NA,NA,NA,"LC","Enallagma vesperum"
"3212","us",51358001,"Enallagma weewa",NA,NA,NA,"LC","Enallagma weewa"
"3213","us",195691,"Enchelycore carychroa",NA,NA,NA,"LC","Enchelycore carychroa"
"3214","us",195694,"Enchelycore nigricans",NA,NA,NA,"LC","Enchelycore nigricans"
"3215","us",15522054,"Enchelyopus cimbrius",NA,NA,NA,"LC","Enchelyopus cimbrius"
"3216","us",48342148,"Enchelyurus brunneolus",NA,NA,NA,"LC","Enchelyurus brunneolus"
"3217","us",2130,"Enchisthenes hartii",NA,NA,NA,"LC","Enchisthenes hartii"
"3218","us",75155303,"Encrasicholina punctifer",NA,NA,NA,"LC","Encrasicholina punctifer"
"3219","us",98943344,"Encrasicholina purpurea",NA,NA,NA,"LC","Encrasicholina purpurea"
"3220","us",40717,"Endodonta apiculata",NA,NA,NA,"CR","Endodonta apiculata"
"3221","us",16440016,"Engraulis eurystole",NA,NA,NA,"LC","Engraulis eurystole"
"3222","us",183856,"Engraulis mordax",NA,NA,NA,"LC","Engraulis mordax"
"3223","us",183467,"Engyophrys sanctilaurentii",NA,NA,NA,"LC","Engyophrys sanctilaurentii"
"3224","us",16765190,"Engyophrys senta",NA,NA,NA,"LC","Engyophrys senta"
"3225","us",69743737,"Engyprosopon arenicola",NA,NA,NA,"LC","Engyprosopon arenicola"
"3226","us",69743778,"Engyprosopon hawaiiensis",NA,NA,NA,"LC","Engyprosopon hawaiiensis"
"3227","us",69744363,"Engyprosopon xenandrus",NA,NA,NA,"LC","Engyprosopon xenandrus"
"3228","us",7750,"Enhydra lutris",NA,NA,NA,"EN","Enhydra lutris"
"3229","us",202441,"Enneacanthus chaetodon",NA,NA,NA,"NT","Enneacanthus chaetodon"
"3230","us",184103,"Enneacanthus gloriosus",NA,NA,NA,"LC","Enneacanthus gloriosus"
"3231","us",202442,"Enneacanthus obesus",NA,NA,NA,"LC","Enneacanthus obesus"
"3232","us",178978,"Enneanectes altivelis",NA,NA,NA,"LC","Enneanectes altivelis"
"3233","us",178910,"Enneanectes boehlkei",NA,NA,NA,"LC","Enneanectes boehlkei"
"3234","us",49437996,"Enneanectes matador",NA,NA,NA,"LC","Enneanectes matador"
"3235","us",178898,"Enneanectes pectoralis",NA,NA,NA,"LC","Enneanectes pectoralis"
"3236","us",178920,"Enneapterygius atriceps",NA,NA,NA,"LC","Enneapterygius atriceps"
"3237","us",155088,"Enophrys taurina",NA,NA,NA,"LC","Enophrys taurina"
"3238","us",184993,"Enoplometopus antillensis",NA,NA,NA,"LC","Enoplometopus antillensis"
"3239","us",184998,"Enoplometopus debelius",NA,NA,NA,"DD","Enoplometopus debelius"
"3240","us",185024,"Enoplometopus holthuisi",NA,NA,NA,"DD","Enoplometopus holthuisi"
"3241","us",185060,"Enoplometopus occidentalis",NA,NA,NA,"LC","Enoplometopus occidentalis"
"3242","us",162968,"Enoploteuthis anapsis",NA,NA,NA,"LC","Enoploteuthis anapsis"
"3243","us",163187,"Enoploteuthis chunii",NA,NA,NA,"DD","Enoploteuthis chunii"
"3244","us",162904,"Enoploteuthis higginsi",NA,NA,NA,"LC","Enoploteuthis higginsi"
"3245","us",163096,"Enoploteuthis jonesi",NA,NA,NA,"LC","Enoploteuthis jonesi"
"3246","us",162905,"Enoploteuthis obliqua",NA,NA,NA,"LC","Enoploteuthis obliqua"
"3247","us",163255,"Enoploteuthis reticulata",NA,NA,NA,"LC","Enoploteuthis reticulata"
"3248","us",59260,"Ensatina eschscholtzii",NA,NA,NA,"LC","Ensatina eschscholtzii"
"3249","us",163119,"Enteroctopus californicus",NA,NA,NA,"LC",NA
"3250","us",162958,"Enteroctopus dofleini",NA,NA,NA,"LC","Enteroctopus dofleini"
"3251","us",48342177,"Entomacrodus marmoratus",NA,NA,NA,"LC","Entomacrodus marmoratus"
"3252","us",46104049,"Entomacrodus nigricans",NA,NA,NA,"LC","Entomacrodus nigricans"
"3253","us",48342144,"Entomacrodus strasburgi",NA,NA,NA,"LC","Entomacrodus strasburgi"
"3254","us",202629,"Entosphenus lethophagus",NA,NA,NA,"LC","Entosphenus lethophagus"
"3255","us",11209,"Entosphenus minimus",NA,NA,NA,"VU","Entosphenus minimus"
"3256","us",202631,"Entosphenus similis",NA,NA,NA,"NT","Entosphenus similis"
"3257","us",163162,"Eogonatus tinro",NA,NA,NA,"DD","Gonatopsis okutanii"
"3258","us",154977,"Eopsetta jordani",NA,NA,NA,"LC","Eopsetta jordani"
"3259","us",201712,"Ephedra antisyphilitica",NA,NA,NA,"LC","Ephedra antisyphilitica"
"3260","us",201685,"Ephedra aspera",NA,NA,NA,"LC","Ephedra aspera"
"3261","us",201668,"Ephedra californica",NA,NA,NA,"LC","Ephedra californica"
"3262","us",201692,"Ephedra coryi",NA,NA,NA,"LC","Ephedra coryi"
"3263","us",201675,"Ephedra cutleri",NA,NA,NA,"LC","Ephedra cutleri"
"3264","us",201694,"Ephedra fasciculata",NA,NA,NA,"LC","Ephedra fasciculata"
"3265","us",201686,"Ephedra funerea",NA,NA,NA,"NT","Ephedra funerea"
"3266","us",201698,"Ephedra nevadensis",NA,NA,NA,"LC","Ephedra nevadensis"
"3267","us",201687,"Ephedra pedunculata",NA,NA,NA,"LC","Ephedra pedunculata"
"3268","us",201677,"Ephedra torreyana",NA,NA,NA,"LC","Ephedra torreyana"
"3269","us",201674,"Ephedra trifurca",NA,NA,NA,"LC","Ephedra trifurca"
"3270","us",201705,"Ephedra viridis",NA,NA,NA,"LC","Ephedra viridis"
"3271","us",48790596,"Epiaeschna heros",NA,NA,NA,"LC","Epiaeschna heros"
"3272","us",187722,"Epibulus insidiator",NA,NA,NA,"LC","Epibulus insidiator"
"3273","us",198652,"Epigonus denticulatus",NA,NA,NA,"LC","Epigonus denticulatus"
"3274","us",15601962,"Epigonus pandionis",NA,NA,NA,"LC","Epigonus pandionis"
"3275","us",164212,"Epilobium angustifolium",NA,NA,NA,"LC","Epilobium angustifolium"
"3276","us",64311338,"Epilobium ciliatum",NA,NA,NA,"LC","Epilobium ciliatum"
"3277","us",64311341,"Epilobium coloratum",NA,NA,NA,"LC","Epilobium coloratum"
"3278","us",164347,"Epilobium hirsutum",NA,NA,NA,"LC","Epilobium hirsutum"
"3279","us",64311344,"Epilobium latifolium",NA,NA,NA,"LC","Epilobium latifolium"
"3280","us",64311347,"Epilobium leptophyllum",NA,NA,NA,"LC","Epilobium leptophyllum"
"3281","us",168737,"Epilobium palustre",NA,NA,NA,"LC","Epilobium palustre"
"3282","us",164450,"Epilobium parviflorum",NA,NA,NA,"LC","Epilobium parviflorum"
"3283","us",64311350,"Epilobium strictum",NA,NA,NA,"LC","Epilobium strictum"
"3284","us",132819,"Epinephelus adscensionis",NA,NA,NA,"LC","Epinephelus adscensionis"
"3285","us",132744,"Epinephelus analogus",NA,NA,NA,"LC","Epinephelus analogus"
"3286","us",7854,"Epinephelus drummondhayi",NA,NA,NA,"DD","Epinephelus drummondhayi"
"3287","us",132770,"Epinephelus guttatus",NA,NA,NA,"LC","Epinephelus guttatus"
"3288","us",195409,"Epinephelus itajara",NA,NA,NA,"VU","Epinephelus itajara"
"3289","us",132750,"Epinephelus labriformis",NA,NA,NA,"LC","Epinephelus labriformis"
"3290","us",7858,"Epinephelus lanceolatus",NA,NA,NA,"DD","Epinephelus lanceolatus"
"3291","us",44681,"Epinephelus morio",NA,NA,NA,"VU","Epinephelus morio"
"3292","us",7862,"Epinephelus striatus",NA,NA,NA,"CR","Cynoscion striatus"
"3293","us",7863,"Epioblasma arcaeformis",NA,NA,NA,"EX","Epioblasma arcaeformis"
"3294","us",7864,"Epioblasma biemarginata",NA,NA,NA,"EX","Epioblasma biemarginata"
"3295","us",7865,"Epioblasma brevidens",NA,NA,NA,"CR","Epioblasma brevidens"
"3296","us",7866,"Epioblasma capsaeformis",NA,NA,NA,"EN","Epioblasma capsaeformis"
"3297","us",7868,"Epioblasma flexuosa",NA,NA,NA,"EX","Epioblasma flexuosa"
"3298","us",7870,"Epioblasma florentina","curtisi","ssp.",NA,"CR","Epioblasma florentina"
"3299","us",7872,"Epioblasma haysiana",NA,NA,NA,"EX","Epioblasma haysiana"
"3300","us",7874,"Epioblasma lenior",NA,NA,NA,"EX","Epioblasma lenior"
"3301","us",7892,"Epioblasma lewisii",NA,NA,NA,"EX","Epioblasma lewisii"
"3302","us",7876,"Epioblasma metastriata",NA,NA,NA,"CR","Epioblasma metastriata"
"3303","us",7893,"Epioblasma obliquata","obliquata","ssp.",NA,"EN","Epioblasma obliquata"
"3304","us",7877,"Epioblasma othcaloogensis",NA,NA,NA,"CR","Epioblasma othcaloogensis"
"3305","us",7878,"Epioblasma penita",NA,NA,NA,"CR","Epioblasma penita"
"3306","us",7879,"Epioblasma personata",NA,NA,NA,"EX","Epioblasma personata"
"3307","us",7880,"Epioblasma propinqua",NA,NA,NA,"EX","Epioblasma propinqua"
"3308","us",7881,"Epioblasma sampsonii",NA,NA,NA,"EX","Epioblasma sampsonii"
"3309","us",7895,"Epioblasma stewardsonii",NA,NA,NA,"EX","Epioblasma stewardsonii"
"3310","us",62262,"Epioblasma torulosa",NA,NA,NA,"CR","Epioblasma torulosa"
"3311","us",7889,"Epioblasma triquetra",NA,NA,NA,"EN","Epioblasma triquetra"
"3312","us",7890,"Epioblasma turgidula",NA,NA,NA,"EX","Epioblasma turgidula"
"3313","us",64311354,"Epipactis gigantea",NA,NA,NA,"LC","Epipactis gigantea"
"3314","us",7898,"Epischura massachusettsensis",NA,NA,NA,"DD","Epischura massachusettsensis"
"3315","us",50970197,"Epitheca canis",NA,NA,NA,"LC","Epitheca canis"
"3316","us",50970469,"Epitheca costalis",NA,NA,NA,"LC","Epitheca costalis"
"3317","us",50970697,"Epitheca cynosura",NA,NA,NA,"LC","Epitheca cynosura"
"3318","us",50970730,"Epitheca petechialis",NA,NA,NA,"LC","Epitheca petechialis"
"3319","us",50970816,"Epitheca princeps",NA,NA,NA,"LC","Epitheca princeps"
"3320","us",50978637,"Epitheca semiaquea",NA,NA,NA,"LC","Epitheca semiaquea"
"3321","us",50978648,"Epitheca sepia",NA,NA,NA,"LC","Epitheca sepia"
"3322","us",50978657,"Epitheca spinigera",NA,NA,NA,"LC","Epitheca spinigera"
"3323","us",50978668,"Epitheca spinosa",NA,NA,NA,"LC","Epitheca spinosa"
"3324","us",50978676,"Epitheca stella",NA,NA,NA,"LC","Epitheca stella"
"3325","us",152453,"Epithelantha bokei",NA,NA,NA,"LC","Epithelantha bokei"
"3326","us",62364,"Epithelantha micromeris",NA,NA,NA,"LC","Epithelantha micromeris"
"3327","us",196018,"Eptatretus carlhubbsi",NA,NA,NA,"LC","Eptatretus carlhubbsi"
"3328","us",196019,"Eptatretus deani",NA,NA,NA,"DD","Eptatretus deani"
"3329","us",196031,"Eptatretus lopheliae",NA,NA,NA,"DD","Rubicundus lopheliae"
"3330","us",196032,"Eptatretus mcconnaugheyi",NA,NA,NA,"DD","Eptatretus mcconnaugheyi"
"3331","us",196035,"Eptatretus minor",NA,NA,NA,"DD","Eptatretus minor"
"3332","us",196044,"Eptatretus stoutii",NA,NA,NA,"DD","Eptatretus stoutii"
"3333","us",7928,"Eptesicus fuscus",NA,NA,NA,"LC","Eptesicus fuscus"
"3334","us",46104959,"Equetus lanceolatus",NA,NA,NA,"LC","Equetus lanceolatus"
"3335","us",46105095,"Equetus punctatus",NA,NA,NA,"LC","Equetus punctatus"
"3336","us",167857,"Equisetum arvense",NA,NA,NA,"LC","Equisetum arvense"
"3337","us",167858,"Equisetum fluviatile",NA,NA,NA,"LC","Equisetum fluviatile"
"3338","us",194151,"Equisetum giganteum",NA,NA,NA,"LC","Equisetum giganteum"
"3339","us",203003,"Equisetum hyemale",NA,NA,NA,"LC","Equisetum hyemale"
"3340","us",167859,"Equisetum palustre",NA,NA,NA,"LC","Equisetum palustre"
"3341","us",14828406,"Equisetum ramosissimum",NA,NA,NA,"LC","Equisetum ramosissimum"
"3342","us",64311359,"Equisetum scirpoides",NA,NA,NA,"LC","Equisetum scirpoides"
"3343","us",203004,"Equisetum telmateia",NA,NA,NA,"LC","Equisetum telmateia"
"3344","us",80087743,"Eragrostis fosbergii",NA,NA,NA,"CR","Eragrostis fosbergii"
"3345","us",64311363,"Eragrostis hypnoides",NA,NA,NA,"LC","Eragrostis hypnoides"
"3346","us",177051,"Eragrostis japonica",NA,NA,NA,"LC","Eragrostis japonica"
"3347","us",18942466,"Eragrostis prolifera",NA,NA,NA,"LC","Eragrostis prolifera"
"3348","us",44392366,"Eragrostis silveana",NA,NA,NA,"LC","Eragrostis silveana"
"3349","us",176925,"Eragrostis unioloides",NA,NA,NA,"LC","Eragrostis unioloides"
"3350","us",7987,"Eremarionta immaculata",NA,NA,NA,"VU","Eremarionta immaculata"
"3351","us",7990,"Eremarionta indioensis","cathedralis","ssp.",NA,"DD","Eremarionta indioensis"
"3352","us",7988,"Eremarionta millepalmarum",NA,NA,NA,"VU","Eremarionta millepalmarum"
"3353","us",7989,"Eremarionta morongoana",NA,NA,NA,"LR/nt","Eremarionta morongoana"
"3354","us",7991,"Eremarionta rowelli","bakerensis","ssp.",NA,"DD","Eremarionta rowelli"
"3355","us",7993,"Eremichthys acros",NA,NA,NA,"VU","Eremichthys acros"
"3356","us",22717434,"Eremophila alpestris",NA,NA,NA,"LC","Eremophila alpestris"
"3357","us",8004,"Erethizon dorsatum",NA,NA,NA,"LC","Erethizon dorsatus"
"3358","us",8005,"Eretmochelys imbricata",NA,NA,NA,"CR","Eretmochelys imbricata"
"3359","us",83752938,"Erica lusitanica",NA,NA,NA,"LC","Erica lusitanica"
"3360","us",202285,"Ericymba amplamala",NA,NA,NA,"LC","Ericymba amplamala"
"3361","us",202293,"Ericymba buccata",NA,NA,NA,"LC","Notropis buccatus"
"3362","us",161330,"Eridacnis barbouri",NA,NA,NA,"DD","Eridacnis barbouri"
"3363","us",64311366,"Erigeron elatus",NA,NA,NA,"LC","Erigeron elatus"
"3364","us",64311370,"Erigeron lonchophyllus",NA,NA,NA,"LC","Erigeron lonchophyllus"
"3365","us",8010,"Erignathus barbatus",NA,NA,NA,"LC","Erignathus barbatus"
"3366","us",8015,"Erimystax cahni",NA,NA,NA,"EN","Erimystax cahni"
"3367","us",202093,"Erimystax dissimilis",NA,NA,NA,"LC","Erimystax dissimilis"
"3368","us",202094,"Erimystax harryi",NA,NA,NA,"LC","Erimystax harryi"
"3369","us",202095,"Erimystax insignis",NA,NA,NA,"LC","Erimystax insignis"
"3370","us",202096,"Erimystax x-punctatus",NA,NA,NA,"LC","Erimystax x-punctatus"
"3371","us",15350694,"Erimyzon claviformis",NA,NA,NA,"LC","Erimyzon claviformis"
"3372","us",202098,"Erimyzon oblongus",NA,NA,NA,"LC","Erimyzon oblongus"
"3373","us",202099,"Erimyzon sucetta",NA,NA,NA,"LC","Erimyzon sucetta"
"3374","us",202100,"Erimyzon tenuis",NA,NA,NA,"LC","Erimyzon tenuis"
"3375","us",189194,"Erinna aulacospira",NA,NA,NA,"DD","Erinna aulacospira"
"3376","us",42392,"Erinna newcombi",NA,NA,NA,"VU","Erinna newcombi"
"3377","us",167860,"Eriocaulon aquaticum",NA,NA,NA,"LC","Eriocaulon aquaticum"
"3378","us",177263,"Eriochloa procera",NA,NA,NA,"LC","Eriochloa procera"
"3379","us",167849,"Eriophorum angustifolium",NA,NA,NA,"LC","Eriophorum angustifolium"
"3380","us",64311480,"Eriophorum callitrix",NA,NA,NA,"LC","Eriophorum callitrix"
"3381","us",64311483,"Eriophorum chamissonis",NA,NA,NA,"LC","Eriophorum chamissonis"
"3382","us",64311486,"Eriophorum tenellum",NA,NA,NA,"LC","Eriophorum tenellum"
"3383","us",19618096,"Eriophorum vaginatum",NA,NA,NA,"LC","Eriophorum vaginatum"
"3384","us",64311490,"Eriophorum virginicum",NA,NA,NA,"LC","Eriophorum virginicum"
"3385","us",64311493,"Eriophorum viridicarinatum",NA,NA,NA,"LC","Eriophorum viridicarinatum"
"3386","us",56503710,"Ernodea littoralis",NA,NA,NA,"LC","Ernodea littoralis"
"3387","us",185992,"Erotelis smaragdus",NA,NA,NA,"LC","Erotelis smaragdus"
"3388","us",51178670,"Erpetogomphus compositus",NA,NA,NA,"LC","Erpetogomphus compositus"
"3389","us",165094,"Erpetogomphus crotalinus",NA,NA,NA,"LC","Erpetogomphus crotalinus"
"3390","us",51178684,"Erpetogomphus designatus",NA,NA,NA,"LC","Erpetogomphus designatus"
"3391","us",51178689,"Erpetogomphus elaps",NA,NA,NA,"LC","Erpetogomphus elaps"
"3392","us",51178694,"Erpetogomphus eutainia",NA,NA,NA,"LC","Erpetogomphus eutainia"
"3393","us",59727,"Erpetogomphus heterodon",NA,NA,NA,"LC","Erpetogomphus heterodon"
"3394","us",8034,"Erpetogomphus lampropeltis",NA,NA,NA,"LC","Erpetogomphus lampropeltis"
"3395","us",49254694,"Erythemis attala",NA,NA,NA,"LC","Erythemis attala"
"3396","us",51273218,"Erythemis collocata",NA,NA,NA,"LC","Erythemis collocata"
"3397","us",164969,"Erythemis mithroides",NA,NA,NA,"LC","Erythemis mithroides"
"3398","us",49254729,"Erythemis peruviana",NA,NA,NA,"LC","Erythemis peruviana"
"3399","us",164992,"Erythemis plebeja",NA,NA,NA,"LC","Erythemis plebeja"
"3400","us",165090,"Erythemis simplicicollis",NA,NA,NA,"LC","Erythemis simplicicollis"
"3401","us",164958,"Erythemis vesiculosa",NA,NA,NA,"LC","Erythemis vesiculosa"
"3402","us",19891448,"Erythrina variegata",NA,NA,NA,"LC","Erythrina variegata"
"3403","us",16440965,"Erythrocles monodi",NA,NA,NA,"LC","Erythrocles monodi"
"3404","us",51273307,"Erythrodiplax basifusca",NA,NA,NA,"LC","Erythrodiplax connata"
"3405","us",49254470,"Erythrodiplax berenice",NA,NA,NA,"LC","Erythrodiplax berenice"
"3406","us",49254417,"Erythrodiplax fervida",NA,NA,NA,"LC","Erythrodiplax fervida"
"3407","us",49254720,"Erythrodiplax funerea",NA,NA,NA,"LC","Erythrodiplax funerea"
"3408","us",49254456,"Erythrodiplax fusca",NA,NA,NA,"LC","Erythrodiplax fusca"
"3409","us",51273365,"Erythrodiplax minuscula",NA,NA,NA,"LC","Erythrodiplax minuscula"
"3410","us",49254239,"Erythrodiplax umbrata",NA,NA,NA,"LC","Erythrodiplax umbrata"
"3411","us",8097,"Eschrichtius robustus",NA,NA,NA,"LC","Eschrichtius robustus"
"3412","us",152329,"Escobaria alversonii",NA,NA,NA,"LC","Escobaria alversonii"
"3413","us",152157,"Escobaria dasyacantha",NA,NA,NA,"LC","Escobaria dasyacantha"
"3414","us",152430,"Escobaria duncanii",NA,NA,NA,"LC","Escobaria duncanii"
"3415","us",152135,"Escobaria emskoetteriana",NA,NA,NA,"LC","Escobaria emskoetteriana"
"3416","us",151766,"Escobaria hesteri",NA,NA,NA,"LC","Escobaria hesteri"
"3417","us",152350,"Escobaria minima",NA,NA,NA,"LC","Escobaria minima"
"3418","us",151844,"Escobaria missouriensis",NA,NA,NA,"LC","Escobaria missouriensis"
"3419","us",152645,"Escobaria robbinsorum",NA,NA,NA,"VU","Escobaria robbinsorum"
"3420","us",152639,"Escobaria sneedii",NA,NA,NA,"LC","Escobaria sneedii"
"3421","us",151721,"Escobaria tuberculosa",NA,NA,NA,"LC","Escobaria tuberculosa"
"3422","us",152233,"Escobaria vivipara",NA,NA,NA,"LC","Escobaria vivipara"
"3423","us",184100,"Esox americanus",NA,NA,NA,"LC","Esox americanus"
"3424","us",135631,"Esox lucius",NA,NA,NA,"LC","Esox lucius"
"3425","us",202401,"Esox masquinongy",NA,NA,NA,"LC","Esox masquinongy"
"3426","us",202402,"Esox niger",NA,NA,NA,"LC","Esox niger"
"3427","us",22719574,"Estrilda astrild",NA,NA,NA,"LC","Estrilda astrild"
"3428","us",22719518,"Estrilda coerulescens",NA,NA,NA,"LC","Estrilda caerulescens"
"3429","us",22719558,"Estrilda melpoda",NA,NA,NA,"LC","Estrilda melpoda"
"3430","us",22719570,"Estrilda troglodytes",NA,NA,NA,"LC","Estrilda troglodytes"
"3431","us",154999,"Etelis carbunculus",NA,NA,NA,"LC","Etelis carbunculus"
"3432","us",194382,"Etelis coruscans",NA,NA,NA,"LC","Etelis coruscans"
"3433","us",190309,"Etelis oculatus",NA,NA,NA,"DD","Etelis oculatus"
"3434","us",155199,"Ethadophis akkistikos",NA,NA,NA,"LC","Ethadophis akkistikos"
"3435","us",8107,"Etheostoma acuticeps",NA,NA,NA,"VU","Etheostoma acuticeps"
"3436","us",202443,"Etheostoma akatulo",NA,NA,NA,"EN","Etheostoma akatulo"
"3437","us",8108,"Etheostoma aquali",NA,NA,NA,"NT","Nothonotus aquali"
"3438","us",202444,"Etheostoma artesiae",NA,NA,NA,"LC","Etheostoma artesiae"
"3439","us",202445,"Etheostoma asprigene",NA,NA,NA,"LC","Etheostoma asprigene"
"3440","us",18245568,"Etheostoma atripinne",NA,NA,NA,"LC","Etheostoma atripinne"
"3441","us",18245618,"Etheostoma autumnale",NA,NA,NA,"LC","Etheostoma autumnale"
"3442","us",202446,"Etheostoma baileyi",NA,NA,NA,"LC","Etheostoma baileyi"
"3443","us",202447,"Etheostoma barbouri",NA,NA,NA,"LC","Etheostoma barbouri"
"3444","us",202448,"Etheostoma barrenense",NA,NA,NA,"LC","Etheostoma barrenense"
"3445","us",202449,"Etheostoma basilare",NA,NA,NA,"LC","Etheostoma basilare"
"3446","us",202450,"Etheostoma bellator",NA,NA,NA,"VU","Etheostoma bellator"
"3447","us",202451,"Etheostoma bellum",NA,NA,NA,"LC","Etheostoma bellum"
"3448","us",202452,"Etheostoma bison",NA,NA,NA,"LC","Etheostoma bison"
"3449","us",202453,"Etheostoma blennioides",NA,NA,NA,"LC","Etheostoma blennioides"
"3450","us",202454,"Etheostoma blennius",NA,NA,NA,"LC","Etheostoma blennius"
"3451","us",8110,"Etheostoma boschungi",NA,NA,NA,"EN","Etheostoma boschungi"
"3452","us",202455,"Etheostoma brevirostrum",NA,NA,NA,"VU","Etheostoma brevirostrum"
"3453","us",202456,"Etheostoma brevispinum",NA,NA,NA,"LC","Etheostoma brevispinum"
"3454","us",202457,"Etheostoma burri",NA,NA,NA,"LC","Etheostoma burri"
"3455","us",202458,"Etheostoma caeruleum",NA,NA,NA,"LC","Etheostoma caeruleum"
"3456","us",202459,"Etheostoma camurum",NA,NA,NA,"LC","Etheostoma camurum"
"3457","us",202460,"Etheostoma cervus",NA,NA,NA,"NT","Etheostoma cervus"
"3458","us",202461,"Etheostoma chermocki",NA,NA,NA,"CR","Etheostoma chermocki"
"3459","us",202462,"Etheostoma chienense",NA,NA,NA,"EN","Etheostoma chienense"
"3460","us",202463,"Etheostoma chlorobranchium",NA,NA,NA,"LC","Etheostoma chlorobranchium"
"3461","us",202464,"Etheostoma chlorosomum",NA,NA,NA,"LC","Etheostoma chlorosomum"
"3462","us",202465,"Etheostoma chuckwachatte",NA,NA,NA,"LC","Etheostoma chuckwachatte"
"3463","us",8111,"Etheostoma cinereum",NA,NA,NA,"VU","Etheostoma cinereum"
"3464","us",202466,"Etheostoma collettei",NA,NA,NA,"LC","Etheostoma collettei"
"3465","us",202467,"Etheostoma collis",NA,NA,NA,"LC","Etheostoma collis"
"3466","us",202468,"Etheostoma colorosum",NA,NA,NA,"LC","Etheostoma colorosum"
"3467","us",202469,"Etheostoma coosae",NA,NA,NA,"LC","Etheostoma coosae"
"3468","us",202470,"Etheostoma corona",NA,NA,NA,"NT","Etheostoma corona"
"3469","us",8112,"Etheostoma cragini",NA,NA,NA,"NT","Etheostoma cragini"
"3470","us",202471,"Etheostoma crossopterum",NA,NA,NA,"LC","Etheostoma crossopterum"
"3471","us",202472,"Etheostoma davisoni",NA,NA,NA,"LC","Etheostoma davisoni"
"3472","us",202473,"Etheostoma denoncourti",NA,NA,NA,"VU","Etheostoma denoncourti"
"3473","us",202474,"Etheostoma derivativum",NA,NA,NA,"LC","Etheostoma derivativum"
"3474","us",8113,"Etheostoma ditrema",NA,NA,NA,"EN","Etheostoma ditrema"
"3475","us",202475,"Etheostoma douglasi",NA,NA,NA,"LC","Etheostoma douglasi"
"3476","us",202476,"Etheostoma duryi",NA,NA,NA,"LC","Etheostoma duryi"
"3477","us",202477,"Etheostoma edwini",NA,NA,NA,"LC","Etheostoma edwini"
"3478","us",18245771,"Etheostoma erythrozonum",NA,NA,NA,"LC","Etheostoma erythrozonum"
"3479","us",202478,"Etheostoma etnieri",NA,NA,NA,"LC","Etheostoma etnieri"
"3480","us",202479,"Etheostoma etowahae",NA,NA,NA,"VU","Etheostoma etowahae"
"3481","us",202480,"Etheostoma euzonum",NA,NA,NA,"LC","Etheostoma euzonum"
"3482","us",202481,"Etheostoma exile",NA,NA,NA,"LC","Etheostoma exile"
"3483","us",202482,"Etheostoma flabellare",NA,NA,NA,"LC","Etheostoma flabellare"
"3484","us",202483,"Etheostoma flavum",NA,NA,NA,"LC","Etheostoma flavum"
"3485","us",8114,"Etheostoma fonticola",NA,NA,NA,"EN","Etheostoma fonticola"
"3486","us",202484,"Etheostoma forbesi",NA,NA,NA,"VU","Etheostoma forbesi"
"3487","us",202485,"Etheostoma fragi",NA,NA,NA,"LC","Etheostoma fragi"
"3488","us",184082,"Etheostoma fricksium",NA,NA,NA,"LC","Etheostoma fricksium"
"3489","us",202486,"Etheostoma fusiforme",NA,NA,NA,"LC","Etheostoma fusiforme"
"3490","us",202487,"Etheostoma gracile",NA,NA,NA,"LC","Etheostoma gracile"
"3491","us",8115,"Etheostoma grahami",NA,NA,NA,"VU","Etheostoma grahami"
