,count,country,result.taxonid,result.scientific_name,result.subspecies,result.rank,result.subpopulation,result.category
1796,10293,us,126373492,Celtis pallida,NA,NA,NA,LC
1797,10293,us,63740,Cemophora coccinea,NA,NA,NA,LC
1798,10293,us,44153,Cenchrus agrimonioides,NA,NA,NA,EN
1799,10293,us,44152,Cenchrus agrimonioides var. agrimonioides,agrimonioides,var.,NA,EN
1800,10293,us,44151,Cenchrus agrimonioides var. laysanensis,laysanensis,var.,NA,EX
1801,10293,us,13490727,Cenchrus macrourus,NA,NA,NA,LC
1802,10293,us,13490755,Cenchrus setaceus,NA,NA,NA,LC
1803,10293,us,202950,Centaurium erythraea,NA,NA,NA,LC
1804,10293,us,164149,Centaurium pulchellum,NA,NA,NA,LC
1805,10293,us,44136,Centaurium sebaeoides,NA,NA,NA,CR
1806,10293,us,177366,Centipeda minima,NA,NA,NA,LC
1807,10293,us,202434,Centrarchus macropterus,NA,NA,NA,LC
1808,10293,us,15598550,Centrobranchus nigroocellatus,NA,NA,NA,LC
1809,10293,us,22728472,Centrocercus minimus,NA,NA,NA,EN
1810,10293,us,22679503,Centrocercus urophasianus,NA,NA,NA,NT
1811,10293,us,198571,Centrolophus niger,NA,NA,NA,LC
1812,10293,us,60216,Centrophorus granulosus Western Central Atlantic subpopulation,NA,NA,Western Central Atlantic subpopulation,DD
1813,10293,us,41745,Centrophorus uyato,NA,NA,NA,DD
1814,10293,us,60469670,Centrophryne spinulosa,NA,NA,NA,LC
1815,10293,us,191831,Centropomus ensiferus,NA,NA,NA,LC
1816,10293,us,191832,Centropomus mexicanus,NA,NA,NA,LC
1817,10293,us,190327,Centropomus parallelus,NA,NA,NA,LC
1818,10293,us,191833,Centropomus pectinatus,NA,NA,NA,LC
1819,10293,us,191835,Centropomus undecimalis,NA,NA,NA,LC
1820,10293,us,190178,Centropristis fuscula,NA,NA,NA,LC
1821,10293,us,16433850,Centropristis ocyurus,NA,NA,NA,LC
1822,10293,us,16433946,Centropristis philadelphica,NA,NA,NA,LC
1823,10293,us,16435325,Centropristis striata,NA,NA,NA,LC
1824,10293,us,165837,Centropyge argi,NA,NA,NA,LC
1825,10293,us,165828,Centropyge fisheri,NA,NA,NA,LC
1826,10293,us,165858,Centropyge interruptus,NA,NA,NA,LC
1827,10293,us,155308,Centropyge loricula,NA,NA,NA,LC
1828,10293,us,165896,Centropyge multicolor,NA,NA,NA,LC
1829,10293,us,165823,Centropyge nahackyi,NA,NA,NA,NT
1830,10293,us,165899,Centropyge potteri,NA,NA,NA,LC
1831,10293,us,161521,Centroscyllium fabricii,NA,NA,NA,LC
1832,10293,us,44514,Centroscyllium nigrum,NA,NA,NA,DD
1833,10293,us,41747,Centroscymnus coelolepis,NA,NA,NA,NT
1834,10293,us,41749,Centroscymnus owstonii,NA,NA,NA,VU
1835,10293,us,64310261,Cephalanthus occidentalis,NA,NA,NA,LC
1836,10293,us,132781,Cephalopholis argus,NA,NA,NA,LC
1837,10293,us,132761,Cephalopholis cruentata,NA,NA,NA,LC
1838,10293,us,132806,Cephalopholis fulva,NA,NA,NA,LC
1839,10293,us,60227,Cephaloscyllium ventriosum,NA,NA,NA,LC
1840,10293,us,22694864,Cepphus columba,NA,NA,NA,LC
1841,10293,us,22694861,Cepphus grylle,NA,NA,NA,LC
1842,10293,us,64310278,Cerastium arvense,NA,NA,NA,LC
1843,10293,us,18127741,Ceratias holboelli,NA,NA,NA,LC
1844,10293,us,21112879,Ceratias uranoscopus,NA,NA,NA,LC
1845,10293,us,164459,Ceratophyllum demersum,NA,NA,NA,LC
1846,10293,us,16241920,Ceratopteris cornuta,NA,NA,NA,LC
1847,10293,us,168862,Ceratopteris thalictroides,NA,NA,NA,LC
1848,10293,us,198612,Ceratoscopelus maderensis,NA,NA,NA,LC
1849,10293,us,15598596,Ceratoscopelus warmingii,NA,NA,NA,LC
1850,10293,us,33892,Cercis canadensis,NA,NA,NA,LR/lc
1851,10293,us,19893034,Cercis chinensis,NA,NA,NA,LC
1852,10293,us,37562,Cercocarpus traskiae,NA,NA,NA,CR
1853,10293,us,20665797,Cerdale floridana,NA,NA,NA,LC
1854,10293,us,189357,Cerithidea pliculosa,NA,NA,NA,LC
1855,10293,us,22694924,Cerorhinca monocerata,NA,NA,NA,LC
1856,10293,us,22711244,Certhia americana,NA,NA,NA,LC
1857,10293,us,55997823,Cervus canadensis,NA,NA,NA,LC
1858,10293,us,41788,Cervus nippon,NA,NA,NA,LC
1859,10293,us,4291,Cesonia irvingi,NA,NA,NA,DD
1860,10293,us,183878,Cetengraulis mysticetus,NA,NA,NA,LC
1861,10293,us,190349,Cetomimus gillii,NA,NA,NA,DD
1862,10293,us,154907,Cetomimus teevani,NA,NA,NA,LC
1863,10293,us,15522073,Cetonurus globiceps,NA,NA,NA,LC
1864,10293,us,4292,Cetorhinus maximus,NA,NA,NA,VU
1865,10293,us,39545,Cetorhinus maximus North Pacific subpopulation,NA,NA,North Pacific subpopulation,EN
1866,10293,us,190260,Cetostoma regani,NA,NA,NA,DD
1867,10293,us,70386009,Cetradonia linearis,NA,NA,NA,VU
1868,10293,us,60469804,Chaenophryne draco,NA,NA,NA,LC
1869,10293,us,154916,Chaenophryne longiceps,NA,NA,NA,LC
1870,10293,us,42830251,Chaenophryne ramifera,NA,NA,NA,LC
1871,10293,us,183941,Chaenopsis alepidota,NA,NA,NA,LC
1872,10293,us,46104127,Chaenopsis ocellata,NA,NA,NA,LC
1873,10293,us,47142333,Chaenopsis roseola,NA,NA,NA,LC
1874,10293,us,16435530,Chaetodipterus faber,NA,NA,NA,LC
1875,10293,us,178072,Chaetodipterus zonatus,NA,NA,NA,LC
1876,10293,us,4328,Chaetodipus baileyi,NA,NA,NA,LC
1877,10293,us,4329,Chaetodipus californicus,NA,NA,NA,LC
1878,10293,us,136606,Chaetodipus eremicus,NA,NA,NA,LC
1879,10293,us,4330,Chaetodipus fallax,NA,NA,NA,LC
1880,10293,us,4331,Chaetodipus formosus,NA,NA,NA,LC
1881,10293,us,4333,Chaetodipus hispidus,NA,NA,NA,LC
1882,10293,us,4334,Chaetodipus intermedius,NA,NA,NA,LC
1883,10293,us,4335,Chaetodipus nelsoni,NA,NA,NA,LC
1884,10293,us,4336,Chaetodipus penicillatus,NA,NA,NA,LC
1885,10293,us,136837,Chaetodipus rudinoris,NA,NA,NA,LC
1886,10293,us,4338,Chaetodipus spinatus,NA,NA,NA,LC
1887,10293,us,165631,Chaetodon auriga,NA,NA,NA,LC
1888,10293,us,165695,Chaetodon capistratus,NA,NA,NA,LC
1889,10293,us,165668,Chaetodon citrinellus,NA,NA,NA,LC
1890,10293,us,165681,Chaetodon ephippium,NA,NA,NA,LC
1891,10293,us,165662,Chaetodon fremblii,NA,NA,NA,LC
1892,10293,us,165635,Chaetodon humeralis,NA,NA,NA,LC
1893,10293,us,165628,Chaetodon kleinii,NA,NA,NA,LC
1894,10293,us,165669,Chaetodon lineolatus,NA,NA,NA,LC
1895,10293,us,165651,Chaetodon lunula,NA,NA,NA,LC
1896,10293,us,165704,Chaetodon lunulatus,NA,NA,NA,LC
1897,10293,us,165721,Chaetodon miliaris,NA,NA,NA,LC
1898,10293,us,165655,Chaetodon multicinctus,NA,NA,NA,LC
1899,10293,us,165611,Chaetodon ocellatus,NA,NA,NA,LC
1900,10293,us,165641,Chaetodon ornatissimus,NA,NA,NA,LC
1901,10293,us,165678,Chaetodon quadrimaculatus,NA,NA,NA,LC
1902,10293,us,165713,Chaetodon reticulatus,NA,NA,NA,DD
1903,10293,us,155220,Chaetodon sedentarius,NA,NA,NA,LC
1904,10293,us,165637,Chaetodon striatus,NA,NA,NA,LC
1905,10293,us,165698,Chaetodon tinkeri,NA,NA,NA,LC
1906,10293,us,165712,Chaetodon trifascialis,NA,NA,NA,NT
1907,10293,us,165714,Chaetodon unimaculatus,NA,NA,NA,LC
1908,10293,us,22704348,Chaetoptila angustipluma,NA,NA,NA,EX
1909,10293,us,22686709,Chaetura pelagica,NA,NA,NA,VU
1910,10293,us,22733935,Chaetura vauxi,NA,NA,NA,LC
1911,10293,us,22716861,Chamaea fasciata,NA,NA,NA,LC
1912,10293,us,19891606,Chamaecrista absus,NA,NA,NA,LC
1913,10293,us,19891928,Chamaecrista lineata,NA,NA,NA,LC
1914,10293,us,19893070,Chamaecrista nictitans,NA,NA,NA,LC
1915,10293,us,34004,Chamaecyparis lawsoniana,NA,NA,NA,NT
1916,10293,us,42214,Chamaecyparis thyoides,NA,NA,NA,LC
1917,10293,us,34056,Chamaecyparis thyoides var. henryae,henryae,var.,NA,LC
1918,10293,us,64310601,Chamaedaphne calyculata,NA,NA,NA,LC
1919,10293,us,176306,Chamaeleo calyptratus,NA,NA,NA,LC
1920,10293,us,166090,Channa maculata,NA,NA,NA,LC
1921,10293,us,60324,Chanos chanos,NA,NA,NA,LC
1922,10293,us,22693842,Charadrius collaris,NA,NA,NA,LC
1923,10293,us,22693770,Charadrius dubius,NA,NA,NA,LC
1924,10293,us,22693759,Charadrius hiaticula,NA,NA,NA,LC
1925,10293,us,22693862,Charadrius leschenaultii,NA,NA,NA,LC
1926,10293,us,22693811,Charadrius melodus,NA,NA,NA,NT
1927,10293,us,22693855,Charadrius mongolus,NA,NA,NA,LC
1928,10293,us,22693876,Charadrius montanus,NA,NA,NA,NT
1929,10293,us,22725033,Charadrius nivosus,NA,NA,NA,NT
1930,10293,us,22693764,Charadrius semipalmatus,NA,NA,NA,LC
1931,10293,us,22693777,Charadrius vociferus,NA,NA,NA,LC
1932,10293,us,22693774,Charadrius wilsonia,NA,NA,NA,LC
1933,10293,us,177231,Chara hydropitys,NA,NA,NA,LC
1934,10293,us,62228,Charina bottae,NA,NA,NA,LC
1935,10293,us,30772,Charpentiera densiflora,NA,NA,NA,CR
1936,10293,us,91155227,Charpentiera elliptica,NA,NA,NA,EN
1937,10293,us,155137,Chascanopsetta crumenalis,NA,NA,NA,DD
1938,10293,us,69743659,Chascanopsetta prorigera,NA,NA,NA,LC
1939,10293,us,22736423,Chasiempis ibidis,NA,NA,NA,EN
1940,10293,us,22736440,Chasiempis sandwichensis,NA,NA,NA,VU
1941,10293,us,22736432,Chasiempis sclateri,NA,NA,NA,VU
1942,10293,us,4585,Chasmistes brevirostris,NA,NA,NA,EN
1943,10293,us,4586,Chasmistes cujus,NA,NA,NA,EN
1944,10293,us,62197,Chasmistes liorus,NA,NA,NA,CR
1945,10293,us,4589,Chasmistes muriei,NA,NA,NA,EX
1946,10293,us,47140942,Chasmodes bosquianus,NA,NA,NA,LC
1947,10293,us,196686,Chasmodes longimaxilla,NA,NA,NA,LC
1948,10293,us,46104027,Chasmodes saburrae,NA,NA,NA,LC
1949,10293,us,190203,Chauliodus danae,NA,NA,NA,LC
1950,10293,us,190324,Chauliodus sloani,NA,NA,NA,LC
1951,10293,us,190064,Chaunax pictus,NA,NA,NA,LC
1952,10293,us,18127783,Chaunax suttkusi,NA,NA,NA,LC
1953,10293,us,187383,Cheilio inermis,NA,NA,NA,LC
1954,10293,us,190123,Cheilopogon cyanopterus,NA,NA,NA,LC
1955,10293,us,198575,Cheilopogon exsiliens,NA,NA,NA,LC
1956,10293,us,190391,Cheilopogon furcatus,NA,NA,NA,LC
1957,10293,us,198576,Cheilopogon heterurus,NA,NA,NA,LC
1958,10293,us,190276,Cheilopogon melanurus,NA,NA,NA,LC
1959,10293,us,13487700,Cheilopogon nigricans,NA,NA,NA,LC
1960,10293,us,155104,Cheilopogon pinnatibarbatus,NA,NA,NA,LC
1961,10293,us,184053,Cheilopogon pinnatibarbatus ssp. californicus,californicus,ssp.,NA,LC
1962,10293,us,183409,Cheilotrema saturnum,NA,NA,NA,DD
1963,10293,us,33564,Cheirodendron dominii,NA,NA,NA,EN
1964,10293,us,91158071,Cheirodendron fauriei,NA,NA,NA,EN
1965,10293,us,30773,Cheirodendron forbesii,NA,NA,NA,VU
1966,10293,us,91115100,Cheirodendron platyphyllum subsp. kauaiense,kauaiense,subsp.,NA,EN
1967,10293,us,91158368,Cheirodendron trigynum subsp. helleri,helleri,subsp.,NA,EN
1968,10293,us,185080,Chelarctus cultrifer,NA,NA,NA,LC
1969,10293,us,64310637,Chelone glabra,NA,NA,NA,LC
1970,10293,us,4615,Chelonia mydas,NA,NA,NA,EN
1971,10293,us,16285718,Chelonia mydas Hawaiian subpopulation,NA,NA,Hawaiian subpopulation,LC
1972,10293,us,163424,Chelydra serpentina,NA,NA,NA,LC
1973,10293,us,64310645,Chenopodium rubrum,NA,NA,NA,LC
1974,10293,us,153634,Cherax cainii,NA,NA,NA,LC
1975,10293,us,190310,Chiasmodon niger,NA,NA,NA,LC
1976,10293,us,190109,Chiasmodon subniger,NA,NA,NA,LC
1977,10293,us,183598,Chilara taylori,NA,NA,NA,LC
1978,10293,us,63744,Chilomeniscus stramineus,NA,NA,NA,LC
1979,10293,us,193644,Chilomycterus antennatus,NA,NA,NA,LC
1980,10293,us,193815,Chilomycterus antillarum,NA,NA,NA,LC
1981,10293,us,193752,Chilomycterus reticulatus,NA,NA,NA,LC
1982,10293,us,155166,Chilomycterus schoepfii,NA,NA,NA,LC
1983,10293,us,189829,Chilomycterus spinosus,NA,NA,NA,LC
1984,10293,us,193826,Chilomycterus spinosus ssp. spinosus,spinosus,ssp.,NA,LC
1985,10293,us,195643,Chilorhinus suensonii,NA,NA,NA,LC
1986,10293,us,56503531,Chiococca alba,NA,NA,NA,LC
1987,10293,us,63745,Chionactis occipitalis,NA,NA,NA,LC
1988,10293,us,63746,Chionactis palarostris,NA,NA,NA,LC
1989,10293,us,155155,Chirolophis snyderi,NA,NA,NA,DD
1990,10293,us,163204,Chiroteuthis calyx,NA,NA,NA,LC
1991,10293,us,163226,Chiroteuthis joubini,NA,NA,NA,LC
1992,10293,us,163033,Chiroteuthis mega,NA,NA,NA,LC
1993,10293,us,163372,Chiroteuthis spoeli,NA,NA,NA,LC
1994,10293,us,176066,Chiroteuthis veranyi,NA,NA,NA,LC
1995,10293,us,41794,Chlamydoselachus anguineus,NA,NA,NA,LC
1996,10293,us,22694764,Chlidonias hybrida,NA,NA,NA,LC
1997,10293,us,22694782,Chlidonias leucopterus,NA,NA,NA,LC
1998,10293,us,22694787,Chlidonias niger,NA,NA,NA,LC
1999,10293,us,4710,Chloealtis aspasma,NA,NA,NA,VU
2000,10293,us,194967,Chlopsis bicolor,NA,NA,NA,LC
2001,10293,us,22728825,Chloridops kona,NA,NA,NA,EX
2002,10293,us,22720340,Chloris sinica,NA,NA,NA,LC
2003,10293,us,22683652,Chloroceryle americana,NA,NA,NA,LC
2004,10293,us,22728299,Chlorodrepanis flava,NA,NA,NA,VU
2005,10293,us,22720756,Chlorodrepanis stejnegeri,NA,NA,NA,VU
2006,10293,us,22720766,Chlorodrepanis virens,NA,NA,NA,LC
2007,10293,us,194993,Chlorophthalmus agassizi,NA,NA,NA,LC
2008,10293,us,16437187,Chloroscombrus chrysurus,NA,NA,NA,LC
2009,10293,us,183872,Chloroscombrus orqueta,NA,NA,NA,LC
2010,10293,us,22687330,Chlorostilbon ricordii,NA,NA,NA,LC
2011,10293,us,190718,Chlorurus perspicillatus,NA,NA,NA,LC
2012,10293,us,190727,Chlorurus spilurus,NA,NA,NA,LC
2013,10293,us,4776,Choeronycteris mexicana,NA,NA,NA,NT
2014,10293,us,202609,Chologaster cornuta,NA,NA,NA,LC
2015,10293,us,22721191,Chondestes grammacus,NA,NA,NA,LC
2016,10293,us,22694971,Chondrohierax uncinatus,NA,NA,NA,LC
2017,10293,us,44392665,Chondrosum gracile,NA,NA,NA,LC
2018,10293,us,16407017,Choranthias tenuis,NA,NA,NA,LC
2019,10293,us,22689711,Chordeiles acutipennis,NA,NA,NA,LC
2020,10293,us,22689717,Chordeiles gundlachii,NA,NA,NA,LC
2021,10293,us,22689714,Chordeiles minor,NA,NA,NA,LC
2022,10293,us,191196,Chriodorus atherinoides,NA,NA,NA,LC
2023,10293,us,53753301,Chriolepis bilix,NA,NA,NA,LC
2024,10293,us,185950,Chriolepis vespa,NA,NA,NA,LC
2025,10293,us,51332574,Chromagrion conditum,NA,NA,NA,LC
2026,10293,us,183870,Chromis alta,NA,NA,NA,LC
2027,10293,us,165910,Chromis cyanea,NA,NA,NA,LC
2028,10293,us,188315,Chromis enchrysura,NA,NA,NA,LC
2029,10293,us,188624,Chromis insolata,NA,NA,NA,LC
2030,10293,us,188607,Chromis multilineata,NA,NA,NA,LC
2031,10293,us,154831,Chromis punctipinnis,NA,NA,NA,LC
2032,10293,us,188469,Chromis scotti,NA,NA,NA,LC
2033,10293,us,17064,Chrosomus cumberlandensis,NA,NA,NA,EN
2034,10293,us,202066,Chrosomus eos,NA,NA,NA,LC
2035,10293,us,202067,Chrosomus erythrogaster,NA,NA,NA,LC
2036,10293,us,184089,Chrosomus neogaeus,NA,NA,NA,LC
2037,10293,us,202068,Chrosomus oreas,NA,NA,NA,LC
2038,10293,us,202069,Chrosomus saylori,NA,NA,NA,EN
2039,10293,us,17065,Chrosomus tennesseensis,NA,NA,NA,VU
2040,10293,us,163467,Chrysemys picta,NA,NA,NA,LC
2041,10293,us,91161449,Chrysodracon aurea,NA,NA,NA,EN
2042,10293,us,33583,Chrysodracon auwahiensis,NA,NA,NA,VU
2043,10293,us,31363,Chrysodracon fernaldii,NA,NA,NA,EN
2044,10293,us,33584,Chrysodracon forbesii,NA,NA,NA,EN
2045,10293,us,33585,Chrysodracon halapepe,NA,NA,NA,VU
2046,10293,us,33586,Chrysodracon hawaiiensis,NA,NA,NA,EN
2047,10293,us,62004680,Chrysolepis chrysophylla,NA,NA,NA,LC
2048,10293,us,64310648,Chrysosplenium americanum,NA,NA,NA,LC
2049,10293,us,80603388,Chrysosplenium rosendahlii,NA,NA,NA,LC
2050,10293,us,64310667,Chrysosplenium tetrandrum,NA,NA,NA,LC
2051,10293,us,91168785,Cibotium nealiae,NA,NA,NA,EN
2052,10293,us,22689122,Ciccaba virgata,NA,NA,NA,LC
2053,10293,us,64174124,Cicindela albissima,NA,NA,NA,CR
2054,10293,us,4846,Cicindela columbica,NA,NA,NA,EN
2055,10293,us,4851,Cicindela marginipennis,NA,NA,NA,VU
2056,10293,us,4855,Cicindela puritana,NA,NA,NA,EN
2057,10293,us,64310693,Cicuta bulbifera,NA,NA,NA,LC
2058,10293,us,64310718,Cicuta douglasii,NA,NA,NA,LC
2059,10293,us,64310721,Cicuta maculata,NA,NA,NA,LC
2060,10293,us,167932,Cicuta virosa,NA,NA,NA,LC
2061,10293,us,188756,Cincinnatia integra,NA,NA,NA,LC
2062,10293,us,22708163,Cinclus mexicanus,NA,NA,NA,LC
2063,10293,us,166265,Cipangopaludina chinensis,NA,NA,NA,LC
2064,10293,us,22727740,Circus hudsonius,NA,NA,NA,LC
2065,10293,us,22720840,Ciridops anna,NA,NA,NA,EX
2066,10293,us,60209,Cirrhigaleus asper,NA,NA,NA,DD
2067,10293,us,187447,Cirrhilabrus jordani,NA,NA,NA,LC
2068,10293,us,67997694,Cirrhitops fasciatus,NA,NA,NA,LC
2069,10293,us,67997787,Cirrhitus pinnulatus,NA,NA,NA,LC
2070,10293,us,48342089,Cirripectes obscurus,NA,NA,NA,LC
2071,10293,us,48342428,Cirripectes quagga,NA,NA,NA,LC
2072,10293,us,48342499,Cirripectes vanderbilti,NA,NA,NA,LC
2073,10293,us,22711374,Cistothorus palustris,NA,NA,NA,LC
2074,10293,us,103887005,Cistothorus stellaris,NA,NA,NA,LC
2075,10293,us,16437988,Citharichthys arctifrons,NA,NA,NA,LC
2076,10293,us,16438001,Citharichthys arenaceus,NA,NA,NA,LC
2077,10293,us,16438022,Citharichthys cornutus,NA,NA,NA,LC
2078,10293,us,20672326,Citharichthys dinoceros,NA,NA,NA,LC
2079,10293,us,184042,Citharichthys fragilis,NA,NA,NA,LC
2080,10293,us,154631,Citharichthys gymnorhinus,NA,NA,NA,LC
2081,10293,us,16438701,Citharichthys macrops,NA,NA,NA,LC
2082,10293,us,16439236,Citharichthys spilopterus,NA,NA,NA,LC
2083,10293,us,64310725,Cladium mariscoides,NA,NA,NA,LC
2084,10293,us,164157,Cladium mariscus,NA,NA,NA,LC
2085,10293,us,133575,Cladocora arbuscula,NA,NA,NA,LC
2086,10293,us,43994,Cladonia perforata,NA,NA,NA,EN
2087,10293,us,22680427,Clangula hyemalis,NA,NA,NA,VU
2088,10293,us,4955,Clappia cahabensis,NA,NA,NA,EX
2089,10293,us,40046,Clappia umbilicata,NA,NA,NA,EX
2090,10293,us,166124,Clarias fuscus,NA,NA,NA,LC
2091,10293,us,4961,Clavicoccus erinaceus,NA,NA,NA,EX
2092,10293,us,80603495,Claytonia cordifolia,NA,NA,NA,LC
2093,10293,us,80603544,Claytonia sarmentosa,NA,NA,NA,LC
2094,10293,us,80603599,Claytonia tuberosa,NA,NA,NA,LC
2095,10293,us,4968,Clemmys guttata,NA,NA,NA,EN
2096,10293,us,187546,Clepticus parrae,NA,NA,NA,LC
2097,10293,us,34054,Clermontia arborescens subsp. arborescens,arborescens,subsp.,NA,EN
2098,10293,us,44124,Clermontia calophylla,NA,NA,NA,EN
2099,10293,us,30912,Clermontia drepanomorpha,NA,NA,NA,EN
2100,10293,us,34036,Clermontia grandiflora,NA,NA,NA,LR/nt
2101,10293,us,34034,Clermontia hawaiiensis,NA,NA,NA,VU
2102,10293,us,30913,Clermontia lindseyana,NA,NA,NA,EN
2103,10293,us,44126,Clermontia multiflora,NA,NA,NA,EX
2104,10293,us,44143,Clermontia oblongifolia,NA,NA,NA,VU
2105,10293,us,33575,Clermontia oblongifolia subsp. brevipes,brevipes,subsp.,NA,CR
2106,10293,us,33576,Clermontia oblongifolia subsp. mauiensis,mauiensis,subsp.,NA,CR
2107,10293,us,33569,Clermontia oblongifolia subsp. oblongifolia,oblongifolia,subsp.,NA,VU
2108,10293,us,30767,Clermontia peleana,NA,NA,NA,CR
2109,10293,us,44102,Clermontia peleana subsp. peleana,peleana,subsp.,NA,CR
2110,10293,us,44103,Clermontia peleana subsp. singuliflora,singuliflora,subsp.,NA,CR
2111,10293,us,33570,Clermontia persicifolia,NA,NA,NA,LR/nt
2112,10293,us,30914,Clermontia pyrularia,NA,NA,NA,CR
2113,10293,us,44156,Clermontia samuelii,NA,NA,NA,EN
2114,10293,us,44155,Clermontia samuelii subsp. hanaensis,hanaensis,subsp.,NA,CR
2115,10293,us,44154,Clermontia samuelii subsp. samuelii,samuelii,subsp.,NA,CR
2116,10293,us,30768,Clermontia tuberculata,NA,NA,NA,EN
2117,10293,us,44125,Clermontia waimeae,NA,NA,NA,EN
2118,10293,us,155094,Clinocottus globiceps,NA,NA,NA,LC
2119,10293,us,202070,Clinostomus elongatus,NA,NA,NA,LC
2120,10293,us,184083,Clinostomus funduloides,NA,NA,NA,LC
2121,10293,us,63747,Clonophis kirtlandii,NA,NA,NA,NT
2122,10293,us,155123,Clupea harengus,NA,NA,NA,LC
2123,10293,us,47164926,Coccorella atlantica,NA,NA,NA,LC
2124,10293,us,22720681,Coccothraustes coccothraustes,NA,NA,NA,LC
2125,10293,us,22684331,Coccyzus americanus,NA,NA,NA,LC
2126,10293,us,22684328,Coccyzus erythropthalmus,NA,NA,NA,LC
2127,10293,us,22684337,Coccyzus minor,NA,NA,NA,LC
2128,10293,us,5048,Cochliopa texana,NA,NA,NA,VU
2129,10293,us,154911,Coelorinchus aratrum,NA,NA,NA,DD
2130,10293,us,198775,Coelorinchus caelorhincus,NA,NA,NA,LC
2131,10293,us,154647,Coelorinchus occa,NA,NA,NA,LC
2132,10293,us,5078,Coelus globosus,NA,NA,NA,VU
2133,10293,us,5079,Coelus gracilis,NA,NA,NA,VU
2134,10293,us,51339713,Coenagrion angulatum,NA,NA,NA,LC
2135,10293,us,51341145,Coenagrion interrogatum,NA,NA,NA,LC
2136,10293,us,164966,Coenagrion resolutum,NA,NA,NA,LC
2137,10293,us,22722080,Coereba flaveola,NA,NA,NA,LC
2138,10293,us,22726404,Colaptes auratus,NA,NA,NA,LC
2139,10293,us,22726414,Colaptes cafer,NA,NA,NA,LC
2140,10293,us,22681290,Colaptes chrysoides,NA,NA,NA,LC
2141,10293,us,161844,Coleanthus subtilis,NA,NA,NA,LC
2142,10293,us,64034,Coleonyx brevis,NA,NA,NA,LC
2143,10293,us,64037,Coleonyx reticulatus,NA,NA,NA,LC
2144,10293,us,64038,Coleonyx switaki,NA,NA,NA,LC
2145,10293,us,64039,Coleonyx variegatus,NA,NA,NA,LC
2146,10293,us,5111,Coleophora leucochrysella,NA,NA,NA,EX
2147,10293,us,22687110,Colibri thalassinus,NA,NA,NA,LC
2148,10293,us,22728956,Colinus virginianus,NA,NA,NA,NT
2149,10293,us,40050,Colligyrus depressus,NA,NA,NA,VU
2150,10293,us,189776,Colligyrus greggi,NA,NA,NA,LC
2151,10293,us,5119,Collisella edmitchelli,NA,NA,NA,EX
2152,10293,us,193650,Colomesus psittacus,NA,NA,NA,LC
2153,10293,us,132884,Colpophyllia natans,NA,NA,NA,LC
2154,10293,us,63748,Coluber constrictor,NA,NA,NA,LC
2155,10293,us,30915,Colubrina oppositifolia,NA,NA,NA,CR
2156,10293,us,22690066,Columba livia,NA,NA,NA,LC
2157,10293,us,22690762,Columbina inca,NA,NA,NA,LC
2158,10293,us,22690774,Columbina passerina,NA,NA,NA,LC
2159,10293,us,22690784,Columbina talpacoti,NA,NA,NA,LC
2160,10293,us,34885,Colvillea racemosa,NA,NA,NA,LC
2161,10293,us,64310797,Comarum palustre,NA,NA,NA,LC
2162,10293,us,177240,Commelina benghalensis,NA,NA,NA,LC
2163,10293,us,177167,Commelina caroliniana,NA,NA,NA,LC
2164,10293,us,177028,Commelina diffusa,NA,NA,NA,LC
2165,10293,us,176972,Commelina erecta,NA,NA,NA,LC
2166,10293,us,41458,Condylura cristata,NA,NA,NA,LC
2167,10293,us,41632,Conepatus leuconotus,NA,NA,NA,LC
2168,10293,us,199391,Conger oceanicus,NA,NA,NA,LC
2169,10293,us,199312,Conger triporiceps,NA,NA,NA,LC
2170,10293,us,63750,Coniophanes imperialis,NA,NA,NA,LC
2171,10293,us,15148522,Conocara macropterum,NA,NA,NA,LC
2172,10293,us,18139615,Conocara murrayi,NA,NA,NA,LC
2173,10293,us,15148566,Conocara salmoneum,NA,NA,NA,LC
2174,10293,us,178806,Conocarpus erectus,NA,NA,NA,LC
2175,10293,us,194414,Conodon nobilis,NA,NA,NA,LC
2176,10293,us,184023,Conodon serrifer,NA,NA,NA,LC
2177,10293,us,5261,Conozoa hyalina,NA,NA,NA,EX
2178,10293,us,16329591,Consolea corallicola,NA,NA,NA,CR
2179,10293,us,63766,Contia tenuis,NA,NA,NA,LC
2180,10293,us,22699787,Contopus cooperi,NA,NA,NA,NT
2181,10293,us,22699798,Contopus pertinax,NA,NA,NA,LC
2182,10293,us,22699811,Contopus sordidulus,NA,NA,NA,LC
2183,10293,us,22699816,Contopus virens,NA,NA,NA,LC
2184,10293,us,22685776,Conuropsis carolinensis,NA,NA,NA,EX
2185,10293,us,192568,Conus abbreviatus,NA,NA,NA,LC
2186,10293,us,192704,Conus acutangulus,NA,NA,NA,LC
2187,10293,us,192340,Conus amphiurgus,NA,NA,NA,LC
2188,10293,us,192684,Conus anabathrum,NA,NA,NA,VU
2189,10293,us,192612,Conus armiger,NA,NA,NA,LC
2190,10293,us,192629,Conus attenuatus,NA,NA,NA,LC
2191,10293,us,192815,Conus auricomus,NA,NA,NA,LC
2192,10293,us,192587,Conus bandanus,NA,NA,NA,LC
2193,10293,us,192734,Conus binghamae,NA,NA,NA,LC
2194,10293,us,192297,Conus bullatus,NA,NA,NA,LC
2195,10293,us,192254,Conus californicus,NA,NA,NA,LC
